category,text,text_final
schedule,what is the date and time of my next meeting,"['date', 'time', 'next', 'meet']"
navigate,What's the route to my friends house within 4 miles?,"[""'s"", 'route', 'friends', 'house', 'within', '4', 'miles']"
navigate,Is there a Starbucks here?,['starbucks']
schedule,i have a dinner on tuesday,"['dinner', 'tuesday']"
schedule,Set meeting for Saturday 11am with the boss. ,"['set', 'meet', 'saturday', '11am', 'boss', '.']"
schedule,what time is my yoga class,"['time', 'yoga', 'class']"
schedule,Who is attending my dentist appointment and when is it?,"['who', 'attend', 'dentist', 'appointment', 'when']"
navigate,where's the nearest shopping mall,"['where', ""'s"", 'nearest', 'shop', 'mall']"
navigate,navigate me to the nearest hotel,"['navigate', 'nearest', 'hotel']"
weather,get me the weather report for this week,"['get', 'weather', 'report', 'week']"
schedule,schedule a dentist appointment at 3 next month on the 12th,"['schedule', 'dentist', 'appointment', '3', 'next', 'month', '12th']"
navigate,Please give me the address and directions via a route with no traffic to the nearest pizza restaurant. ,"['please', 'give', 'address', 'directions', 'via', 'route', 'traffic', 'nearest', 'pizza', 'restaurant', '.']"
weather,when is the next cloudy day,"['when', 'next', 'cloudy', 'day']"
navigate,"Car I need to get to a gas station, is there any local one?","['car', 'need', 'get', 'gas', 'station', 'local', 'one']"
weather,what is the weather like in new york this week,"['weather', 'like', 'new', 'york', 'week']"
schedule,What time is my next lab appointment and who will be attending it with me?,"['time', 'next', 'lab', 'appointment', 'who', 'attend']"
weather,what's the weather like in downtown chicago,"[""'s"", 'weather', 'like', 'downtown', 'chicago']"
weather,Is it gonna be blizzard today in Danville?,"['gon', 'na', 'blizzard', 'today', 'danville']"
weather,what is the weather going to be like today and tomorrow,"['weather', 'go', 'like', 'today', 'tomorrow']"
weather,can you give me the weather this week for new york city,"['give', 'weather', 'week', 'new', 'york', 'city']"
schedule,What is the date and time for my yoga activity?,"['date', 'time', 'yoga', 'activity']"
navigate,can you give me directions to the nearest starbucks,"['give', 'directions', 'nearest', 'starbucks']"
schedule,schedule a doctor's appointment,"['schedule', 'doctor', ""'s"", 'appointment']"
navigate,What is the address of the local hospital?,"['address', 'local', 'hospital']"
weather,"Whats the two day forecast for new york, does it say it will be hot?","['whats', 'two', 'day', 'forecast', 'new', 'york', 'say', 'hot']"
navigate,is there any traffic on the route home,"['traffic', 'route', 'home']"
navigate,Car I'd like to have a coffee somewhere within 5 miles: show me a quick route too please,"['car', ""'d"", 'like', 'coffee', 'somewhere', 'within', '5', 'miles', ':', 'show', 'quick', 'route', 'please']"
weather,what's the weather going to be like today and tomorrow,"[""'s"", 'weather', 'go', 'like', 'today', 'tomorrow']"
navigate,Car please send me the fastest route to go back home,"['car', 'please', 'send', 'fastest', 'route', 'go', 'back', 'home']"
schedule,What time is my Doctor apartment and who is it with?,"['time', 'doctor', 'apartment', 'who']"
weather,give me the full weekly weather forecast,"['give', 'full', 'weekly', 'weather', 'forecast']"
schedule,next doctor's appointment,"['next', 'doctor', ""'s"", 'appointment']"
schedule,Set a reminder for swimming on the 1st at 5pm with Martha,"['set', 'reminder', 'swim', '1st', '5pm', 'martha']"
weather,tell me the weather forecast for this week,"['tell', 'weather', 'forecast', 'week']"
weather,Is it gonna be windy in Camarillo on Sunday?,"['gon', 'na', 'windy', 'camarillo', 'sunday']"
navigate,search for nearest fast food restaurants,"['search', 'nearest', 'fast', 'food', 'restaurants']"
navigate,send me to the nearest gas station,"['send', 'nearest', 'gas', 'station']"
schedule,Set calendar reminder for 1pm this coming tuesday with my aunt. ,"['set', 'calendar', 'reminder', '1pm', 'come', 'tuesday', 'aunt', '.']"
weather,Find out if alhambra will be dry this week,"['find', 'alhambra', 'dry', 'week']"
weather,Find out if it is misty in seattle today.,"['find', 'misty', 'seattle', 'today', '.']"
schedule,what time is my doctor's appointment,"['time', 'doctor', ""'s"", 'appointment']"
schedule,I really need to have an appointment scheduled for tennis on the 7th at 11 am.,"['really', 'need', 'appointment', 'schedule', 'tennis', '7th', '11', '.']"
weather,Tomorrow I'm going to go in Inglewood: will I find clear skies there?,"['tomorrow', ""'m"", 'go', 'go', 'inglewood', ':', 'find', 'clear', 'sky']"
weather,check the weather for today,"['check', 'weather', 'today']"
weather,Is it gonna  drizzle in Manhattan during the next seven days?,"['gon', 'na', 'drizzle', 'manhattan', 'next', 'seven', 'days']"
navigate,Where can I go shopping?,"['where', 'go', 'shop']"
weather,what's the highest temperature for this week,"[""'s"", 'highest', 'temperature', 'week']"
weather,what is today's weather forecast,"['today', ""'s"", 'weather', 'forecast']"
navigate,find nearby parking areas,"['find', 'nearby', 'park', 'areas']"
schedule,What day do I need to take my medicine and who will be there?,"['day', 'need', 'take', 'medicine', 'who']"
navigate,directions to nearest barista,"['directions', 'nearest', 'barista']"
weather,what's the forecast for the weather today,"[""'s"", 'forecast', 'weather', 'today']"
navigate,"Whats the nearest shopping center to me, and I need the quickest route.","['whats', 'nearest', 'shop', 'center', 'need', 'quickest', 'route', '.']"
schedule,tell me when my next tennis game is,"['tell', 'when', 'next', 'tennis', 'game']"
navigate,Fastest route to the grocery store. ,"['fastest', 'route', 'grocery', 'store', '.']"
schedule,When is the date and time of my dentist appointment?,"['when', 'date', 'time', 'dentist', 'appointment']"
weather,Is it going to drizzle in Boston this week?,"['go', 'drizzle', 'boston', 'week']"
navigate,Locate a place where i could purchase groceries that is near me.,"['locate', 'place', 'where', 'could', 'purchase', 'groceries', 'near', '.']"
schedule,Schedule a tennis activity with Martha for Friday at 4pm.,"['schedule', 'tennis', 'activity', 'martha', 'friday', '4pm', '.']"
schedule,What is the date and time for tennis?,"['date', 'time', 'tennis']"
navigate,Where can I get groceries?,"['where', 'get', 'groceries']"
navigate,find me a hotel nearby,"['find', 'hotel', 'nearby']"
navigate,Where can I get Chinese food?,"['where', 'get', 'chinese', 'food']"
navigate,Where can I go shopping?,"['where', 'go', 'shop']"
schedule,schedule an appointment with the optometrist on the 12th,"['schedule', 'appointment', 'optometrist', '12th']"
schedule,Set a reminder for the conference. ,"['set', 'reminder', 'conference', '.']"
schedule,schedule an appointment for yoga,"['schedule', 'appointment', 'yoga']"
schedule,schedule meeting,"['schedule', 'meet']"
schedule,"When is the meeting, what is the agenda and who are attending?","['when', 'meet', 'agenda', 'who', 'attend']"
schedule,what time should i get my shot this afternoon,"['time', 'get', 'shoot', 'afternoon']"
weather,what is the weather forecast for wednesday through tuesday of next week,"['weather', 'forecast', 'wednesday', 'tuesday', 'next', 'week']"
weather,what's the temperature going to be this week,"[""'s"", 'temperature', 'go', 'week']"
navigate,Where is the closest parking garage?,"['where', 'closest', 'park', 'garage']"
schedule,remind me of the time for today's dinner,"['remind', 'time', 'today', ""'s"", 'dinner']"
navigate,i'm looking for a place to eat can you show me directions to the nearest fast food restaurant,"[""'m"", 'look', 'place', 'eat', 'show', 'directions', 'nearest', 'fast', 'food', 'restaurant']"
weather,what's the weather going to be like today and tomorrow,"[""'s"", 'weather', 'go', 'like', 'today', 'tomorrow']"
schedule,What is the date of my next optometrist appointment and who will be attending?,"['date', 'next', 'optometrist', 'appointment', 'who', 'attend']"
navigate,Find me a hospital with the least amount of traffic on the way.,"['find', 'hospital', 'least', 'amount', 'traffic', 'way', '.']"
schedule,car what is the date and time of my next appointment with my optometrist,"['car', 'date', 'time', 'next', 'appointment', 'optometrist']"
weather,Is it going to be hot in Grand Rapids on Thursday?,"['go', 'hot', 'grand', 'rapids', 'thursday']"
schedule,Schedule a doctor appointment and my sister is coming along. ,"['schedule', 'doctor', 'appointment', 'sister', 'come', 'along', '.']"
navigate,Where can I find a rest stop?,"['where', 'find', 'rest', 'stop']"
schedule,I need to schedule tennis with Jon. ,"['need', 'schedule', 'tennis', 'jon', '.']"
navigate,Get the address to my friend's house that i could get to the fastest.,"['get', 'address', 'friend', ""'s"", 'house', 'could', 'get', 'fastest', '.']"
schedule,Schedule a swimming activity at 9am on August 22nd with Ana.,"['schedule', 'swim', 'activity', '9am', 'august', '22nd', 'ana', '.']"
schedule,is my doctors appointment on Tuesday or Wednesday,"['doctor', 'appointment', 'tuesday', 'wednesday']"
schedule,remind me to go swimming on the 12th of this month,"['remind', 'go', 'swim', '12th', 'month']"
navigate,Where does my friend live?,"['where', 'friend', 'live']"
navigate,Where is the local gas station?,"['where', 'local', 'gas', 'station']"
navigate,Where can I get coffee?,"['where', 'get', 'coffee']"
weather,is it going to be cloudy in the next 7 days,"['go', 'cloudy', 'next', '7', 'days']"
navigate,Where are there rest stops?,"['where', 'rest', 'stop']"
schedule,Set a reminder to take medicine with Jon at 5pm on the tenth,"['set', 'reminder', 'take', 'medicine', 'jon', '5pm', 'tenth']"
navigate,I need a parking garage around here.,"['need', 'park', 'garage', 'around', '.']"
schedule,what day is the football game,"['day', 'football', 'game']"
schedule,remind me of my doctors appointment on the 8th at 2 pm,"['remind', 'doctor', 'appointment', '8th', '2', 'pm']"
schedule,confirm dentist appointment on the 12th at 4:50 pm,"['confirm', 'dentist', 'appointment', '12th', '4:50', 'pm']"
navigate,Is there a nearby rest stop?,"['nearby', 'rest', 'stop']"
schedule,Schedule a meeting with the infrastructure team to go over budget on Thursday at 5pm.,"['schedule', 'meet', 'infrastructure', 'team', 'go', 'budget', 'thursday', '5pm', '.']"
weather,what is the forecast for new york city,"['forecast', 'new', 'york', 'city']"
schedule,remind me when my next doctor's appointment is,"['remind', 'when', 'next', 'doctor', ""'s"", 'appointment']"
navigate,find me a nearby shopping mall shopping center,"['find', 'nearby', 'shop', 'mall', 'shop', 'center']"
navigate,Where is a near rest stop?,"['where', 'near', 'rest', 'stop']"
weather,Check and see if it will be humid in Inglewood on Tuesday,"['check', 'see', 'humid', 'inglewood', 'tuesday']"
weather,is it going to snow in the next week,"['go', 'snow', 'next', 'week']"
navigate,I'd like a chinese restaurant,"[""'d"", 'like', 'chinese', 'restaurant']"
navigate,search hotels near me,"['search', 'hotels', 'near']"
schedule,tell me all the events and meetings scheduled on my calendar for today,"['tell', 'events', 'meet', 'schedule', 'calendar', 'today']"
weather,Will it be stormy in Redwood City on Wednesday?,"['stormy', 'redwood', 'city', 'wednesday']"
navigate,give me directions to 5677 southwest 4th street,"['give', 'directions', '5677', 'southwest', '4th', 'street']"
navigate,i need directions to a grocery store,"['need', 'directions', 'grocery', 'store']"
navigate,Car I need to buy groceries: is there any grocery store on our way?,"['car', 'need', 'buy', 'groceries', ':', 'grocery', 'store', 'way']"
schedule,"I want to find the agenda, location, and time for my meeting.","['want', 'find', 'agenda', 'location', 'time', 'meet', '.']"
weather,Will it rain in Redwood City this weekend?,"['rain', 'redwood', 'city', 'weekend']"
navigate,can you give me directions to the grocery store,"['give', 'directions', 'grocery', 'store']"
navigate,i'm in the mood for some tea can you show me directions to the nearest cafe,"[""'m"", 'mood', 'tea', 'show', 'directions', 'nearest', 'cafe']"
navigate,Where is the closest gas station and what are the directions to get there the fastest?,"['where', 'closest', 'gas', 'station', 'directions', 'get', 'fastest']"
schedule,"What is the date, time, and agenda of my next conference?","['date', 'time', 'agenda', 'next', 'conference']"
navigate,I want Chinese.,"['want', 'chinese', '.']"
weather,is it going to snow next week,"['go', 'snow', 'next', 'week']"
weather,which days are rain forecasted,"['days', 'rain', 'forecast']"
navigate,"Car I need a hotel, please pick the fastest place to reach","['car', 'need', 'hotel', 'please', 'pick', 'fastest', 'place', 'reach']"
weather,what will the weather be like tomorrow,"['weather', 'like', 'tomorrow']"
schedule,confirm that the meeting for the 12th this month is on at approximately 5 pm,"['confirm', 'meet', '12th', 'month', 'approximately', '5', 'pm']"
navigate,Can you find me a chinese restaurant within 4 miles?,"['find', 'chinese', 'restaurant', 'within', '4', 'miles']"
weather,What's the weather gonna be like on Friday in Corona?,"[""'s"", 'weather', 'gon', 'na', 'like', 'friday', 'corona']"
weather,Find out the temperature in alhambra on tuesday,"['find', 'temperature', 'alhambra', 'tuesday']"
navigate,Car please send me the address of some hotel in the area,"['car', 'please', 'send', 'address', 'hotel', 'area']"
weather,Is there going to be dew in San Francisco on Thursday?,"['go', 'dew', 'san', 'francisco', 'thursday']"
navigate,Where can I find a hospital?,"['where', 'find', 'hospital']"
weather,what's the temperature going to be like this week,"[""'s"", 'temperature', 'go', 'like', 'week']"
navigate,set my route to the closest mall,"['set', 'route', 'closest', 'mall']"
schedule,what day is my next tennis match,"['day', 'next', 'tennis', 'match']"
navigate,find the closest parking lots to me please,"['find', 'closest', 'park', 'lot', 'please']"
schedule,"I need to know when the conference is, where it is, and who is attending. ","['need', 'know', 'when', 'conference', 'where', 'who', 'attend', '.']"
weather,is it cloudy today,"['cloudy', 'today']"
schedule,what time and day is my doctor's appointment on,"['time', 'day', 'doctor', ""'s"", 'appointment']"
navigate,find me a place where i can buy coffee or tea,"['find', 'place', 'where', 'buy', 'coffee', 'tea']"
navigate,Where is the nearest rest stop?,"['where', 'nearest', 'rest', 'stop']"
weather,is it going to rain at all this upcoming week,"['go', 'rain', 'upcoming', 'week']"
weather,Will it be warm in menlo park this saturday?,"['warm', 'menlo', 'park', 'saturday']"
navigate,What Chinese food options are there?,"['chinese', 'food', 'options']"
schedule,tell me all the events and meetings scheduled on my calendar for today,"['tell', 'events', 'meet', 'schedule', 'calendar', 'today']"
weather,is it going to rain sometime this week,"['go', 'rain', 'sometime', 'week']"
navigate,Where do I live?,"['where', 'live']"
navigate,directions to local hotel,"['directions', 'local', 'hotel']"
weather,check forecast for new york,"['check', 'forecast', 'new', 'york']"
navigate,"Give me the address of the nearest shopping center to me, with the fastest route to it","['give', 'address', 'nearest', 'shop', 'center', 'fastest', 'route']"
navigate,Find my friend's current address please.,"['find', 'friend', ""'s"", 'current', 'address', 'please', '.']"
navigate,Car please find for me the quickest route to get to some coffee or tea place,"['car', 'please', 'find', 'quickest', 'route', 'get', 'coffee', 'tea', 'place']"
schedule,"When is yoga, and who is going?","['when', 'yoga', 'who', 'go']"
weather,Look up brentwood and find out if it will drizzle on sunday?,"['look', 'brentwood', 'find', 'drizzle', 'sunday']"
schedule,Schedule a football activity with Ana for today at 11am.,"['schedule', 'football', 'activity', 'ana', 'today', '11am', '.']"
weather,Is it gonna snow in Durham during the week?,"['gon', 'na', 'snow', 'durham', 'week']"
weather,what is the forecast in my city,"['forecast', 'city']"
weather,is it going to rain in the next 7 days,"['go', 'rain', 'next', '7', 'days']"
navigate,"I want to do some shopping. Direct me to a mall, but in a way that avoids all traffic. ","['want', 'shop', '.', 'direct', 'mall', 'way', 'avoid', 'traffic', '.']"
schedule,"I need a reminder, it's for a swimming activity at 10am, 14th of August, with mother.","['need', 'reminder', ""'s"", 'swim', 'activity', '10am', '14th', 'august', 'mother', '.']"
navigate,"Car I need to get to a rest stop, please pick something with a quick route within 2 miles from here","['car', 'need', 'get', 'rest', 'stop', 'please', 'pick', 'something', 'quick', 'route', 'within', '2', 'miles']"
schedule,Where's the conference happening? Who's going to be there and what are we talking about?,"['where', ""'s"", 'conference', 'happen', 'who', ""'s"", 'go', 'talk']"
navigate,what are some nearby hotels,"['nearby', 'hotels']"
weather,What is the lowest temperature in Oakland right now?,"['lowest', 'temperature', 'oakland', 'right']"
schedule,i need to set up a reminder to go to the dentist,"['need', 'set', 'reminder', 'go', 'dentist']"
navigate,how do i get to the nearest restaurant,"['get', 'nearest', 'restaurant']"
navigate,I need shopping center. ,"['need', 'shop', 'center', '.']"
weather,what is the weather forecast for the upcoming week,"['weather', 'forecast', 'upcoming', 'week']"
weather,which days are rain forecasted,"['days', 'rain', 'forecast']"
schedule,set reminder for doctors appointment on the 12th at 4:50,"['set', 'reminder', 'doctor', 'appointment', '12th', '4:50']"
weather,Next week will it be misty anytime in redwood city?,"['next', 'week', 'misty', 'anytime', 'redwood', 'city']"
schedule,I need to find out the time and the parties attending my yoga activity. ,"['need', 'find', 'time', 'party', 'attend', 'yoga', 'activity', '.']"
weather,check weather for new york city,"['check', 'weather', 'new', 'york', 'city']"
weather,what's the weather going to be like for this week,"[""'s"", 'weather', 'go', 'like', 'week']"
weather,give me this week's high temperature,"['give', 'week', ""'s"", 'high', 'temperature']"
schedule,What day and time is my dental appointment set for?,"['day', 'time', 'dental', 'appointment', 'set']"
schedule,put my eye doctor appointment into the calendar it's tomorrow at 3 pm and remind me 2 hours before,"['put', 'eye', 'doctor', 'appointment', 'calendar', ""'s"", 'tomorrow', '3', 'pm', 'remind', '2', 'hours']"
schedule,What time do I need to take my medicine? ,"['time', 'need', 'take', 'medicine']"
weather,tomorrow's forecast,"['tomorrow', ""'s"", 'forecast']"
navigate,Closest coffee,"['closest', 'coffee']"
schedule,what time is my doctor appointment,"['time', 'doctor', 'appointment']"
navigate,I'm really in need of coffee: is there anything with no traffic between my coffee and me?,"[""'m"", 'really', 'need', 'coffee', ':', 'anything', 'traffic', 'coffee']"
weather,get me the weather forecast for the next 7 days,"['get', 'weather', 'forecast', 'next', '7', 'days']"
schedule,Schedule dinner at 3pm next week with sister,"['schedule', 'dinner', '3pm', 'next', 'week', 'sister']"
navigate,Find me a parking garage around me. ,"['find', 'park', 'garage', 'around', '.']"
schedule,what time is my meeting scheduled,"['time', 'meet', 'schedule']"
schedule,"Can you set a reminder for my Optometrist appointment at 10 am, tomorrow with Jeff? ","['set', 'reminder', 'optometrist', 'appointment', '10', 'tomorrow', 'jeff']"
navigate,directions to local cafe,"['directions', 'local', 'cafe']"
weather,what is the weather for today,"['weather', 'today']"
weather,what's the weekly forecast,"[""'s"", 'weekly', 'forecast']"
schedule,remind me to check for the laboratory results tomorrow,"['remind', 'check', 'laboratory', 'result', 'tomorrow']"
weather,how warm is it outside right now,"['warm', 'outside', 'right']"
weather,Will it be frost during the weekend in Boston?,"['frost', 'weekend', 'boston']"
schedule,Schedule a reminder to take medicine at 2 pm on Monday the 1st with Ana. ,"['schedule', 'reminder', 'take', 'medicine', '2', 'pm', 'monday', '1st', 'ana', '.']"
weather,what's the temperature in city,"[""'s"", 'temperature', 'city']"
navigate,Is there a chinese place that has no traffic on the way? ,"['chinese', 'place', 'traffic', 'way']"
navigate,What's the shortest distance to the nearest rest stop?,"[""'s"", 'shortest', 'distance', 'nearest', 'rest', 'stop']"
schedule,Find out the parties that are attending my football activity. Also find the time. ,"['find', 'party', 'attend', 'football', 'activity', '.', 'also', 'find', 'time', '.']"
weather,Will there be snow on Wednesday in Oakland?,"['snow', 'wednesday', 'oakland']"
navigate,Is there a grocery store within 3 miles of me?,"['grocery', 'store', 'within', '3', 'miles']"
schedule,make a note to find a restaurant to eat at at 5 pm on the 12th,"['make', 'note', 'find', 'restaurant', 'eat', '5', 'pm', '12th']"
schedule,When is my optometrist appointment and who is attending?,"['when', 'optometrist', 'appointment', 'who', 'attend']"
weather,What's the highest temperature going to be in Grand Rapids tomorrow?,"[""'s"", 'highest', 'temperature', 'go', 'grand', 'rapids', 'tomorrow']"
schedule,On what date is my doctor's appointment and who is going?,"['date', 'doctor', ""'s"", 'appointment', 'who', 'go']"
navigate,take me to the nearest chinese restaurant,"['take', 'nearest', 'chinese', 'restaurant']"
navigate,Im looking for a shopping mall around here.,"['im', 'look', 'shop', 'mall', 'around', '.']"
weather,does the forecast say it will snow,"['forecast', 'say', 'snow']"
weather,is it supposed to snow today,"['suppose', 'snow', 'today']"
weather,tell me the weather forecast for this week,"['tell', 'weather', 'forecast', 'week']"
weather,get me the weather report for this week,"['get', 'weather', 'report', 'week']"
weather,is it raining next week,"['rain', 'next', 'week']"
schedule,set reminder to take my medicine on the 12th at 3 pm,"['set', 'reminder', 'take', 'medicine', '12th', '3', 'pm']"
navigate,i need directions to a local fast food restaurant please,"['need', 'directions', 'local', 'fast', 'food', 'restaurant', 'please']"
navigate,What hospitals are here?,['hospitals']
navigate,get me directions to the nearest shopping mall,"['get', 'directions', 'nearest', 'shop', 'mall']"
weather,Is there any stormy weather predicted in Corona over the next 48 hours?,"['stormy', 'weather', 'predict', 'corona', 'next', '48', 'hours']"
schedule,what time is my swimming lessons this afternoon,"['time', 'swim', 'lessons', 'afternoon']"
navigate,I need to find the shortest route to the hospital.,"['need', 'find', 'shortest', 'route', 'hospital', '.']"
schedule,schedule my dentist appointment on the 12th,"['schedule', 'dentist', 'appointment', '12th']"
schedule,I need to schedule a conference. ,"['need', 'schedule', 'conference', '.']"
weather,what's the forecast going to be for today and tomorrow,"[""'s"", 'forecast', 'go', 'today', 'tomorrow']"
schedule,Schedule a meeting today at 9 am with management to discuss the company picnic.,"['schedule', 'meet', 'today', '9', 'management', 'discuss', 'company', 'picnic', '.']"
weather,what is the weather next week,"['weather', 'next', 'week']"
weather,is there a chance of snow in this weeks weather forecast,"['chance', 'snow', 'weeks', 'weather', 'forecast']"
weather,what is the weather like today in tomorrow,"['weather', 'like', 'today', 'tomorrow']"
navigate,Where can I go shopping?,"['where', 'go', 'shop']"
navigate,find the nearest chinese place on the map,"['find', 'nearest', 'chinese', 'place', 'map']"
schedule,"What time do I play tennis, and who is coming?","['time', 'play', 'tennis', 'who', 'come']"
schedule,Hi car I would like to schedule a reminder for my tennis activity at 5pm on the tenth with Jon,"['hi', 'car', 'would', 'like', 'schedule', 'reminder', 'tennis', 'activity', '5pm', 'tenth', 'jon']"
navigate,can you tell me where the nearest rest stop is,"['tell', 'where', 'nearest', 'rest', 'stop']"
navigate,What is my home adddress?,"['home', 'adddress']"
schedule,"Set a reminder for my football activity at 3pm this Tuesday, with mother. ","['set', 'reminder', 'football', 'activity', '3pm', 'tuesday', 'mother', '.']"
schedule,Schedule a reminder to take medicine with my brother this month on the 11th at 3pm.,"['schedule', 'reminder', 'take', 'medicine', 'brother', 'month', '11th', '3pm', '.']"
schedule,Schedule a football activity with Martha on Sunday at 4pm.,"['schedule', 'football', 'activity', 'martha', 'sunday', '4pm', '.']"
navigate,Where can I buy groceries?,"['where', 'buy', 'groceries']"
navigate,Car I need to go to a grocery store: which one is it the closest to me?,"['car', 'need', 'go', 'grocery', 'store', ':', 'one', 'closest']"
weather,check the weather,"['check', 'weather']"
navigate,Where can I get Chinese food?,"['where', 'get', 'chinese', 'food']"
weather,what's the weather forecast going to be for each day this upcoming week is it going to snow,"[""'s"", 'weather', 'forecast', 'go', 'day', 'upcoming', 'week', 'go', 'snow']"
schedule,What time and date do I have football scheduled next?,"['time', 'date', 'football', 'schedule', 'next']"
schedule,Set a reminder for a conference with vice president at 3 pm on Saturday. ,"['set', 'reminder', 'conference', 'vice', 'president', '3', 'pm', 'saturday', '.']"
weather,get me the weather forecast for the next 7 days,"['get', 'weather', 'forecast', 'next', '7', 'days']"
schedule,What time do I take my medicine and who is attending?,"['time', 'take', 'medicine', 'who', 'attend']"
navigate,Please give me the address and directions via a route that avoids all heavy traffic to a hospital around here. ,"['please', 'give', 'address', 'directions', 'via', 'route', 'avoid', 'heavy', 'traffic', 'hospital', 'around', '.']"
navigate,Where does my friend live?,"['where', 'friend', 'live']"
weather,check the weather,"['check', 'weather']"
navigate,give me directions to the closest grocery store,"['give', 'directions', 'closest', 'grocery', 'store']"
weather,what is the temperature outside,"['temperature', 'outside']"
navigate,take me to my friend's house,"['take', 'friend', ""'s"", 'house']"
navigate,what route can i take home to avoid traffic,"['route', 'take', 'home', 'avoid', 'traffic']"
weather,is it snowing out,['snow']
navigate,Please give me the address and directions by a route with no traffic to a pizza restaurant near me. ,"['please', 'give', 'address', 'directions', 'route', 'traffic', 'pizza', 'restaurant', 'near', '.']"
schedule,make a note that at 5 pm on the 12th i have yoga,"['make', 'note', '5', 'pm', '12th', 'yoga']"
schedule,what time is my yoga class,"['time', 'yoga', 'class']"
schedule,what time is my dinner reservation,"['time', 'dinner', 'reservation']"
weather,Is it gonna frost today in Cleveland?,"['gon', 'na', 'frost', 'today', 'cleveland']"
navigate,Car I wanna do shopping: is there any shopping center near my current location?,"['car', 'wan', 'na', 'shop', ':', 'shop', 'center', 'near', 'current', 'location']"
schedule,I need to set a reminder for dinner. ,"['need', 'set', 'reminder', 'dinner', '.']"
weather,will it hail in oakland,"['hail', 'oakland']"
schedule,I need a reminder for taking my medicine on August 14th at 7 pm with brother. ,"['need', 'reminder', 'take', 'medicine', 'august', '14th', '7', 'pm', 'brother', '.']"
schedule,confirm that the meeting for the 12th this month is on at approximately 5 pm,"['confirm', 'meet', '12th', 'month', 'approximately', '5', 'pm']"
schedule,Remind me that I have a meeting with my Boss on the 13th of next month at 5pm,"['remind', 'meet', 'boss', '13th', 'next', 'month', '5pm']"
navigate,navigate to the nearest mall,"['navigate', 'nearest', 'mall']"
schedule,Do you know who's coming for tennis? And when is it taking place?,"['know', 'who', ""'s"", 'come', 'tennis', 'when', 'take', 'place']"
weather,is it going to snow today,"['go', 'snow', 'today']"
weather,what is the weather today,"['weather', 'today']"
navigate,directions to coffee and tea house,"['directions', 'coffee', 'tea', 'house']"
navigate,"I'm desiring to eat at some Chinese restaurant, is there anything in this local area?","[""'m"", 'desire', 'eat', 'chinese', 'restaurant', 'anything', 'local', 'area']"
weather,Will it drizzle in San Mateo this weekend?,"['drizzle', 'san', 'mateo', 'weekend']"
schedule,What is the date of football and who is coming?,"['date', 'football', 'who', 'come']"
navigate,Find me a route with no traffic to the hospital. ,"['find', 'route', 'traffic', 'hospital', '.']"
schedule,I have an appointment at 1pm on wednesday with Alex,"['appointment', '1pm', 'wednesday', 'alex']"
weather,how hot is it going to be this week,"['hot', 'go', 'week']"
schedule,What is the date of my yoga activity and who will be attending it?,"['date', 'yoga', 'activity', 'who', 'attend']"
schedule,I need to set a reminder for a lab appointment. ,"['need', 'set', 'reminder', 'lab', 'appointment', '.']"
schedule,Schedule a yoga activity at 2pm on the 5th of this month with Alex.,"['schedule', 'yoga', 'activity', '2pm', '5th', 'month', 'alex', '.']"
navigate,take me to the closest mall,"['take', 'closest', 'mall']"
weather,is it going to snow any this week,"['go', 'snow', 'week']"
schedule,will i be able to make it to my meeting on time,"['able', 'make', 'meet', 'time']"
navigate,What is the address for my house? ,"['address', 'house']"
navigate,find me a nearby tea or coffee shop,"['find', 'nearby', 'tea', 'coffee', 'shop']"
weather,give me the full weekly weather forecast,"['give', 'full', 'weekly', 'weather', 'forecast']"
weather,what's the weather like today and tomorrow,"[""'s"", 'weather', 'like', 'today', 'tomorrow']"
weather,what's the weather like on my drive today,"[""'s"", 'weather', 'like', 'drive', 'today']"
navigate,Find me a gas station and the quickest way there,"['find', 'gas', 'station', 'quickest', 'way']"
navigate,Where can I get tea?,"['where', 'get', 'tea']"
weather,what is the temperature,['temperature']
schedule,"I need to find out the date and time of my Dentist appointment, please. ","['need', 'find', 'date', 'time', 'dentist', 'appointment', 'please', '.']"
schedule,i have a doctor's appointment to get a tooth removed and i have to go,"['doctor', ""'s"", 'appointment', 'get', 'tooth', 'remove', 'go']"
weather,are there clear skies in the forecast today,"['clear', 'sky', 'forecast', 'today']"
navigate,take me home,"['take', 'home']"
schedule,set a reminder for my swimming plans,"['set', 'reminder', 'swim', 'plan']"
weather,Is it supposed to drizzle in danville this thursday?,"['suppose', 'drizzle', 'danville', 'thursday']"
schedule,What is the date of my next doctor appointment and who will be attending it with me?,"['date', 'next', 'doctor', 'appointment', 'who', 'attend']"
navigate,"Car I desire to eat Chinese today, please pick a restaurant within 5 miles and avoid all heavy traffic","['car', 'desire', 'eat', 'chinese', 'today', 'please', 'pick', 'restaurant', 'within', '5', 'miles', 'avoid', 'heavy', 'traffic']"
schedule,when will my lab results be in,"['when', 'lab', 'result']"
weather,give me the forecast for the next 7 days,"['give', 'forecast', 'next', '7', 'days']"
schedule,who will be at the meeting friday,"['who', 'meet', 'friday']"
navigate,Please give me an address and directions via the quickest route to a parking garage near me. ,"['please', 'give', 'address', 'directions', 'via', 'quickest', 'route', 'park', 'garage', 'near', '.']"
weather,Is it being frost today in San Jose?,"['frost', 'today', 'san', 'jose']"
navigate,show me traffic for going home,"['show', 'traffic', 'go', 'home']"
