category,text
schedule,remind me of the time for today's dinner
navigate,Find a grocery market for me please.
schedule,Can you tell me what time my next doctor's appointment is and if anyone is joining me?
schedule,"I need to find out the parties attending and the date for my lab appointment, thanks. "
schedule,Schedule a doctor appointment with my brother for August 3rd at 10am.
navigate,directions to the parking garage
weather,Will it be warm in New York today and tomorrow?
navigate,where's the closest place to park
schedule,what time is my workout class today
weather,tomorrow's forecast
navigate,Where can I go shopping?
schedule,put my optometrist appointment in my calendar
navigate,where's the nearest produce stand
weather,What is the lowest weekend temperature in oakland?
navigate,Where is the closest rest stop?
navigate,I am hungry. Where is there some Chinese food close by? 
navigate,i'd love to go shopping are there any malls nearby
navigate,"Car I need to rest in a hotel, please send me the quickest option available"
schedule,tell me the time of today's meeting
schedule,remind me to take my pills
schedule,set reminder for yoga classes on the 12th of this month
weather,What is the weather forecast in Cleveland for Thursday?
weather,In new york will it be foggy this week?
weather,start listening what will be the weather for the week
schedule,set reminder for doctor's appointment for the tenth
weather,Will it be misty in Redwood City during the upcoming seven day period?
navigate,Where is the nearest hospital that we can get to quick?
schedule,"What is the location, date, and agenda of my meeting?"
schedule,Find out the date and time for my Swimming activity. 
weather,Will it be windy in Los Angeles on Sunday?
navigate,find the nearest hotel
weather,Will there be drizzle in Oakland tomorrow?
weather,please let me know the weather forecast for tomorrow
schedule,What is the date for my doctor's appointment and who will be attending?
schedule,what time is the doctor's appointment
navigate,find me a nearby tea or coffee shop
schedule,what time is my next workout?
weather,check weather for new york city
weather,what's the weather like in new york
schedule,add a meeting to my calendar
weather,how cloudy is it going to be for the next week
navigate,find a tea shop
schedule,set a reminder for doctor's appointment
navigate,Where can I get pizza?
schedule,make an appointment with the dentist
navigate,please find me directions to a nearby place i can get some coffee
weather,what's the weekly forecast
schedule,Set a reminder for dinner at 5pm on the 6th with Jeff.
navigate,Get me the address to a local parking garage.
navigate,Where is the nearest hospital?
schedule,set a reminder for the conference
weather,what's the weather like in new york
weather,show me the weather for the next 7 days
navigate,find me a nearby coffee shop specifically starbucks
weather,does the local forecasts say it'll be cloudy
navigate,bring me to the nearest starbucks
navigate,navigate to nearest chinese food place
weather,Is it gonna be humid in Grand Rapids on Wednesday?
schedule,Who is attending dinner and what time is it?
weather,what is the weather forecast for the upcoming week
navigate,find me the nearest grocery store
weather,is it going to be overcast or cloudy at all any day this week
schedule,can you tell me what day and what the agenda is for the business meeting i have in the 100 conference room
weather,What will the highest temperature be in Menlo Park on Tuesday?
schedule,I need information about my yoga. 
schedule,What time is dinner and who is it with?
weather,On tuesday in san mateo find out if it will be warm
navigate,Is there a Whole Foods here?
weather,Is it foggy in exeter today
schedule,Find out the date and parties attending for my optometrist appointment. 
weather,what's the weather like
weather,Is it gonna be misty in San Francisco on Tuesday?
navigate,Get me the home address of my friend that is the closest to my location.
weather,is it snowing next week
weather,give me the forecast for the next 7 days
navigate,"Please give me the address and directions to my friend's house within 5 miles of here, avoiding all heavy traffic. "
weather,will it be stormy this weekend in Cleveland?
weather,is it going to be cloudy this week
weather,what is the chance of rain next week
navigate,show me the locations of all of the nearby motels
weather,Is the weather warm in Atherton now?
navigate,Get me the address to my nearest friend's house.
navigate,give me directions to 5677 southwest 4th street
schedule,What time and date is my lab appointment? 
weather,what's the weather going to be like today
navigate,Where is the nearest parking garage?
schedule,which day is my appointment on
schedule,When is yoga and who is attending?
schedule,set date for a meeting
schedule,check out my appointment
schedule,Schedule a calendar reminder for yoga with Jeff at 6pm on the 5th.
schedule,Info about meeting. 
weather,find out if it's supposed to rain
weather,Can I expect to see clear skies in Compton next week?
navigate,take me to the nearest hospital
weather,Is it gonna be hail in Mountain View now?
navigate,What is my address?
navigate,i need directions to a grocery store
navigate,what the nearest gas station by me?
weather,Tell me if there will be frost in cleveland the next 7 days?
schedule,What time and date do you have for my football activity?
weather,Will it be stormy in San Mateo on Sunday?
weather,"Today in Menlo Park, will it be misty?"
weather,check weather forecast for seattle
navigate,give me the closest fast food restaurant
schedule,What is the date and time of my next tennis activity?
weather,is there snow in the forecast for the week
schedule,Schedule a swimming activity with Alex for the 13th at 1pm.
schedule,What time is my meeting and at what location?
weather,will it be cloudy this week
weather,car what is the temperature going to be today and tomorrow
navigate,Find a parking garage.
schedule,Schedule a football activity with Jon for the 29th at 6pm.
navigate,What's the quickest route to a pizza restaurant?
weather,Will there be drizzle in Cleveland tomorrow?
schedule,What is the time and date of my football activity?
navigate,get me directions to the nearest chinese restaurant
schedule,What is the date and time of my dentist appointment?
navigate,i need directions to the nearest grocery store
schedule,Set a reminder for my tennis match with my aunt on the 12th of this month at 9am.
navigate,navigate home
schedule,"Set me a reminder for football activity at 1pm, this month on the 11th, with Marie. "
weather,what's the weather going to be like today
schedule,what is the date and time of my next meeting
navigate,What's the route to my friends house within 4 miles?
navigate,Is there a Starbucks here?
schedule,i have a dinner on tuesday
schedule,Set meeting for Saturday 11am with the boss. 
schedule,what time is my yoga class
schedule,Who is attending my dentist appointment and when is it?
navigate,where's the nearest shopping mall
navigate,navigate me to the nearest hotel
weather,get me the weather report for this week
schedule,schedule a dentist appointment at 3 next month on the 12th
navigate,Please give me the address and directions via a route with no traffic to the nearest pizza restaurant. 
weather,when is the next cloudy day
navigate,"Car I need to get to a gas station, is there any local one?"
weather,what is the weather like in new york this week
schedule,What time is my next lab appointment and who will be attending it with me?
weather,what's the weather like in downtown chicago
weather,Is it gonna be blizzard today in Danville?
weather,what is the weather going to be like today and tomorrow
weather,can you give me the weather this week for new york city
schedule,What is the date and time for my yoga activity?
navigate,can you give me directions to the nearest starbucks
schedule,schedule a doctor's appointment
navigate,What is the address of the local hospital?
weather,"Whats the two day forecast for new york, does it say it will be hot?"
navigate,is there any traffic on the route home
navigate,Car I'd like to have a coffee somewhere within 5 miles: show me a quick route too please
weather,what's the weather going to be like today and tomorrow
navigate,Car please send me the fastest route to go back home
schedule,What time is my Doctor apartment and who is it with?
weather,give me the full weekly weather forecast
schedule,next doctor's appointment
schedule,Set a reminder for swimming on the 1st at 5pm with Martha
weather,tell me the weather forecast for this week
weather,Is it gonna be windy in Camarillo on Sunday?
navigate,search for nearest fast food restaurants
navigate,send me to the nearest gas station
schedule,Set calendar reminder for 1pm this coming tuesday with my aunt. 
weather,Find out if alhambra will be dry this week
weather,Find out if it is misty in seattle today.
schedule,what time is my doctor's appointment
schedule,I really need to have an appointment scheduled for tennis on the 7th at 11 am.
weather,Tomorrow I'm going to go in Inglewood: will I find clear skies there?
weather,check the weather for today
weather,Is it gonna  drizzle in Manhattan during the next seven days?
navigate,Where can I go shopping?
weather,what's the highest temperature for this week
weather,what is today's weather forecast
navigate,find nearby parking areas
schedule,What day do I need to take my medicine and who will be there?
navigate,directions to nearest barista
weather,what's the forecast for the weather today
navigate,"Whats the nearest shopping center to me, and I need the quickest route."
schedule,tell me when my next tennis game is
navigate,Fastest route to the grocery store. 
schedule,When is the date and time of my dentist appointment?
weather,Is it going to drizzle in Boston this week?
navigate,Locate a place where i could purchase groceries that is near me.
schedule,Schedule a tennis activity with Martha for Friday at 4pm.
schedule,What is the date and time for tennis?
navigate,Where can I get groceries?
navigate,find me a hotel nearby
navigate,Where can I get Chinese food?
navigate,Where can I go shopping?
schedule,schedule an appointment with the optometrist on the 12th
schedule,Set a reminder for the conference. 
schedule,schedule an appointment for yoga
schedule,schedule meeting
schedule,"When is the meeting, what is the agenda and who are attending?"
schedule,what time should i get my shot this afternoon
weather,what is the weather forecast for wednesday through tuesday of next week
weather,what's the temperature going to be this week
navigate,Where is the closest parking garage?
schedule,remind me of the time for today's dinner
navigate,i'm looking for a place to eat can you show me directions to the nearest fast food restaurant
weather,what's the weather going to be like today and tomorrow
schedule,What is the date of my next optometrist appointment and who will be attending?
navigate,Find me a hospital with the least amount of traffic on the way.
schedule,car what is the date and time of my next appointment with my optometrist
weather,Is it going to be hot in Grand Rapids on Thursday?
schedule,Schedule a doctor appointment and my sister is coming along. 
navigate,Where can I find a rest stop?
schedule,I need to schedule tennis with Jon. 
navigate,Get the address to my friend's house that i could get to the fastest.
schedule,Schedule a swimming activity at 9am on August 22nd with Ana.
schedule,is my doctors appointment on Tuesday or Wednesday
schedule,remind me to go swimming on the 12th of this month
navigate,Where does my friend live?
navigate,Where is the local gas station?
navigate,Where can I get coffee?
weather,is it going to be cloudy in the next 7 days
navigate,Where are there rest stops?
schedule,Set a reminder to take medicine with Jon at 5pm on the tenth
navigate,I need a parking garage around here.
schedule,what day is the football game
schedule,remind me of my doctors appointment on the 8th at 2 pm
schedule,confirm dentist appointment on the 12th at 4:50 pm
navigate,Is there a nearby rest stop?
schedule,Schedule a meeting with the infrastructure team to go over budget on Thursday at 5pm.
weather,what is the forecast for new york city
schedule,remind me when my next doctor's appointment is
navigate,find me a nearby shopping mall shopping center
navigate,Where is a near rest stop?
weather,Check and see if it will be humid in Inglewood on Tuesday
weather,is it going to snow in the next week
navigate,I'd like a chinese restaurant
navigate,search hotels near me
schedule,tell me all the events and meetings scheduled on my calendar for today
weather,Will it be stormy in Redwood City on Wednesday?
navigate,give me directions to 5677 southwest 4th street
navigate,i need directions to a grocery store
navigate,Car I need to buy groceries: is there any grocery store on our way?
schedule,"I want to find the agenda, location, and time for my meeting."
weather,Will it rain in Redwood City this weekend?
navigate,can you give me directions to the grocery store
navigate,i'm in the mood for some tea can you show me directions to the nearest cafe
navigate,Where is the closest gas station and what are the directions to get there the fastest?
schedule,"What is the date, time, and agenda of my next conference?"
navigate,I want Chinese.
weather,is it going to snow next week
weather,which days are rain forecasted
navigate,"Car I need a hotel, please pick the fastest place to reach"
weather,what will the weather be like tomorrow
schedule,confirm that the meeting for the 12th this month is on at approximately 5 pm
navigate,Can you find me a chinese restaurant within 4 miles?
weather,What's the weather gonna be like on Friday in Corona?
weather,Find out the temperature in alhambra on tuesday
navigate,Car please send me the address of some hotel in the area
weather,Is there going to be dew in San Francisco on Thursday?
navigate,Where can I find a hospital?
weather,what's the temperature going to be like this week
navigate,set my route to the closest mall
schedule,what day is my next tennis match
navigate,find the closest parking lots to me please
schedule,"I need to know when the conference is, where it is, and who is attending. "
weather,is it cloudy today
schedule,what time and day is my doctor's appointment on
navigate,find me a place where i can buy coffee or tea
navigate,Where is the nearest rest stop?
weather,is it going to rain at all this upcoming week
weather,Will it be warm in menlo park this saturday?
navigate,What Chinese food options are there?
schedule,tell me all the events and meetings scheduled on my calendar for today
weather,is it going to rain sometime this week
navigate,Where do I live?
navigate,directions to local hotel
weather,check forecast for new york
navigate,"Give me the address of the nearest shopping center to me, with the fastest route to it"
navigate,Find my friend's current address please.
navigate,Car please find for me the quickest route to get to some coffee or tea place
schedule,"When is yoga, and who is going?"
weather,Look up brentwood and find out if it will drizzle on sunday?
schedule,Schedule a football activity with Ana for today at 11am.
weather,Is it gonna snow in Durham during the week?
weather,what is the forecast in my city
weather,is it going to rain in the next 7 days
navigate,"I want to do some shopping. Direct me to a mall, but in a way that avoids all traffic. "
schedule,"I need a reminder, it's for a swimming activity at 10am, 14th of August, with mother."
navigate,"Car I need to get to a rest stop, please pick something with a quick route within 2 miles from here"
schedule,Where's the conference happening? Who's going to be there and what are we talking about?
navigate,what are some nearby hotels
weather,What is the lowest temperature in Oakland right now?
schedule,i need to set up a reminder to go to the dentist
navigate,how do i get to the nearest restaurant
navigate,I need shopping center. 
weather,what is the weather forecast for the upcoming week
weather,which days are rain forecasted
schedule,set reminder for doctors appointment on the 12th at 4:50
weather,Next week will it be misty anytime in redwood city?
schedule,I need to find out the time and the parties attending my yoga activity. 
weather,check weather for new york city
weather,what's the weather going to be like for this week
weather,give me this week's high temperature
schedule,What day and time is my dental appointment set for?
schedule,put my eye doctor appointment into the calendar it's tomorrow at 3 pm and remind me 2 hours before
schedule,What time do I need to take my medicine? 
weather,tomorrow's forecast
navigate,Closest coffee
schedule,what time is my doctor appointment
navigate,I'm really in need of coffee: is there anything with no traffic between my coffee and me?
weather,get me the weather forecast for the next 7 days
schedule,Schedule dinner at 3pm next week with sister
navigate,Find me a parking garage around me. 
schedule,what time is my meeting scheduled
schedule,"Can you set a reminder for my Optometrist appointment at 10 am, tomorrow with Jeff? "
navigate,directions to local cafe
weather,what is the weather for today
weather,what's the weekly forecast
schedule,remind me to check for the laboratory results tomorrow
weather,how warm is it outside right now
weather,Will it be frost during the weekend in Boston?
schedule,Schedule a reminder to take medicine at 2 pm on Monday the 1st with Ana. 
weather,what's the temperature in city
navigate,Is there a chinese place that has no traffic on the way? 
navigate,What's the shortest distance to the nearest rest stop?
schedule,Find out the parties that are attending my football activity. Also find the time. 
weather,Will there be snow on Wednesday in Oakland?
navigate,Is there a grocery store within 3 miles of me?
schedule,make a note to find a restaurant to eat at at 5 pm on the 12th
schedule,When is my optometrist appointment and who is attending?
weather,What's the highest temperature going to be in Grand Rapids tomorrow?
schedule,On what date is my doctor's appointment and who is going?
navigate,take me to the nearest chinese restaurant
navigate,Im looking for a shopping mall around here.
weather,does the forecast say it will snow
weather,is it supposed to snow today
weather,tell me the weather forecast for this week
weather,get me the weather report for this week
weather,is it raining next week
schedule,set reminder to take my medicine on the 12th at 3 pm
navigate,i need directions to a local fast food restaurant please
navigate,What hospitals are here?
navigate,get me directions to the nearest shopping mall
weather,Is there any stormy weather predicted in Corona over the next 48 hours?
schedule,what time is my swimming lessons this afternoon
navigate,I need to find the shortest route to the hospital.
schedule,schedule my dentist appointment on the 12th
schedule,I need to schedule a conference. 
weather,what's the forecast going to be for today and tomorrow
schedule,Schedule a meeting today at 9 am with management to discuss the company picnic.
weather,what is the weather next week
weather,is there a chance of snow in this weeks weather forecast
weather,what is the weather like today in tomorrow
navigate,Where can I go shopping?
navigate,find the nearest chinese place on the map
schedule,"What time do I play tennis, and who is coming?"
schedule,Hi car I would like to schedule a reminder for my tennis activity at 5pm on the tenth with Jon
navigate,can you tell me where the nearest rest stop is
navigate,What is my home adddress?
schedule,"Set a reminder for my football activity at 3pm this Tuesday, with mother. "
schedule,Schedule a reminder to take medicine with my brother this month on the 11th at 3pm.
schedule,Schedule a football activity with Martha on Sunday at 4pm.
navigate,Where can I buy groceries?
navigate,Car I need to go to a grocery store: which one is it the closest to me?
weather,check the weather
navigate,Where can I get Chinese food?
weather,what's the weather forecast going to be for each day this upcoming week is it going to snow
schedule,What time and date do I have football scheduled next?
schedule,Set a reminder for a conference with vice president at 3 pm on Saturday. 
weather,get me the weather forecast for the next 7 days
schedule,What time do I take my medicine and who is attending?
navigate,Please give me the address and directions via a route that avoids all heavy traffic to a hospital around here. 
navigate,Where does my friend live?
weather,check the weather
navigate,give me directions to the closest grocery store
weather,what is the temperature outside
navigate,take me to my friend's house
navigate,what route can i take home to avoid traffic
weather,is it snowing out
navigate,Please give me the address and directions by a route with no traffic to a pizza restaurant near me. 
schedule,make a note that at 5 pm on the 12th i have yoga
schedule,what time is my yoga class
schedule,what time is my dinner reservation
weather,Is it gonna frost today in Cleveland?
navigate,Car I wanna do shopping: is there any shopping center near my current location?
schedule,I need to set a reminder for dinner. 
weather,will it hail in oakland
schedule,I need a reminder for taking my medicine on August 14th at 7 pm with brother. 
schedule,confirm that the meeting for the 12th this month is on at approximately 5 pm
schedule,Remind me that I have a meeting with my Boss on the 13th of next month at 5pm
navigate,navigate to the nearest mall
schedule,Do you know who's coming for tennis? And when is it taking place?
weather,is it going to snow today
weather,what is the weather today
navigate,directions to coffee and tea house
navigate,"I'm desiring to eat at some Chinese restaurant, is there anything in this local area?"
weather,Will it drizzle in San Mateo this weekend?
schedule,What is the date of football and who is coming?
navigate,Find me a route with no traffic to the hospital. 
schedule,I have an appointment at 1pm on wednesday with Alex
weather,how hot is it going to be this week
schedule,What is the date of my yoga activity and who will be attending it?
schedule,I need to set a reminder for a lab appointment. 
schedule,Schedule a yoga activity at 2pm on the 5th of this month with Alex.
navigate,take me to the closest mall
weather,is it going to snow any this week
schedule,will i be able to make it to my meeting on time
navigate,What is the address for my house? 
navigate,find me a nearby tea or coffee shop
weather,give me the full weekly weather forecast
weather,what's the weather like today and tomorrow
weather,what's the weather like on my drive today
navigate,Find me a gas station and the quickest way there
navigate,Where can I get tea?
weather,what is the temperature
schedule,"I need to find out the date and time of my Dentist appointment, please. "
schedule,i have a doctor's appointment to get a tooth removed and i have to go
weather,are there clear skies in the forecast today
navigate,take me home
schedule,set a reminder for my swimming plans
weather,Is it supposed to drizzle in danville this thursday?
schedule,What is the date of my next doctor appointment and who will be attending it with me?
navigate,"Car I desire to eat Chinese today, please pick a restaurant within 5 miles and avoid all heavy traffic"
schedule,when will my lab results be in
weather,give me the forecast for the next 7 days
schedule,who will be at the meeting friday
navigate,Please give me an address and directions via the quickest route to a parking garage near me. 
weather,Is it being frost today in San Jose?
navigate,show me traffic for going home
schedule,"Find out immediately the location, time, and date for my meeting. "
weather,is it going to be cloudy in the next 7 days
navigate,Where can I get a coffee?
schedule,What is the date and time for the yoga activity?
weather,Will there be dew in Redwood City in the weekend?
schedule,i have an eye doctors appointment on the 12th at 5 pm
schedule,Can you set a reminder for yoga activity at 9 am this week with father?
weather,is there a chance of snow in this weeks weather forecast
navigate,Where is the nearest rest stop?
schedule,Schedule taking medicine at 6 pm on the 13th of next month with my brother. 
schedule,What is the date of my next dinner and who will be attending it?
weather,Will there be drizzle in Redwood City this weekend?
schedule,Show me all information regarding my upcoming dentist appointment. 
schedule,what time is my meeting at
weather,will the weather be cloudy next week
navigate,Where is the hospital?
schedule,"Please schedule a dentist appointment at 3pm the 7th, with aunt."
navigate,give me directions to a place to sleep
schedule,what day is the football game
weather,What's the temperature in Carson going to be on Tuesday?
schedule,what time is my swimming scheduled for
navigate,navigate home
navigate,What shopping centers are around?
schedule,Set a reminder for dinner on August 8th at 3pm with my aunt.
weather,Will there be clear skies in fresno on wednesday?
weather,Is it going to be humid in Camarillo on Tuesday?
weather,What's the current weather in San Francisco?
weather,will there be drizzle on tuesday
schedule,remind me to pick up lab results
schedule,"Hi, please set up a reminder for my dinner on the 11th at 4pm with my sister. Thanks!"
schedule,When is my tennis activity?
navigate,take me to the nearest starbucks
schedule,What time do I have to take my medicine and who will be here?
weather,It's gonna be cloudy in Oakland in next few days?
schedule,set a reminder for 10
schedule,"Where and on what day is my meeting, and what is the agenda?"
navigate,Where can I get gas?
weather,Is it raining in Fresno now?
schedule,"Car, remind me to take my medicine at 11 am, with Jeff."
navigate,get me directions to a local cafe
weather,Will there be hail in the forecast for Oakland next week?
navigate,take me to a fast food restaurant
schedule,Set a reminder for a swimming activity at 7 pm Wednesday with my sister.
weather,what's the weather like this week
weather,On Sunday in San Jose will there be a blizzard?
navigate,find me a place where i can buy coffee or tea
navigate,give me directions to my friends house
schedule,Schedule my 10 am dentist appointment on Friday with my father.
schedule,What time is my football activity and with who?
navigate,Is there a hospital within 5 miles?
weather,Is it stormy in Manhattan now?
navigate,Car I'd like to eat in a pizza restaurant: which one is the nearest?
weather,what's the weather forecast for today and tomorrow
schedule,what day is my next meeting we will it end and what are we going to do
navigate,navigate to nearest chinese food place
schedule,remind me that i have a laboratory appointment at 4:45
weather,what is the weather in new york city
schedule,i'm taking medicine at 7pm with Marie
weather,is it going to be raining this weekend
weather,On friday will there be clear skies in Oakland?
schedule,check calendar for when my doctor's appointment is
navigate,give me directions to the nearest car parking area
schedule,"Remind me about my football activity on the 1st, at 1 pm with my brother"
weather,On wednesday will there be dew in alhambra
schedule,When is my conference and where is it
schedule,When's the football activity and who's attending?
navigate,where's the nearest place to get a hot cup of tea
weather,what's the temperature going to be for the week
schedule,schedule yoga class at 4:50 on the 12th
weather,is the weather cloudy right now
navigate,where's the closest place to park
weather,what's the temperature
navigate,"Car I need a parking garage in the area, pick a quick route too"
navigate,I need a place that serves coffee locally.
weather,what is the forecast for today and tomorrow
navigate,give me directions to the nearest shopping mall
navigate,find the nearest parking lot
navigate,take me to the nearest chinese restaurant
schedule,Schedule a swimming activity with Tom on the 6th of this month at 2pm.
schedule,i am doing yoga with my brother Wednesday
weather,what's the weather going to be today and also what is the weather going to be this week
schedule,What is the date of my next dinner event and who will be attending?
weather,is it supposed to rain this week
weather,will it rain anytime in the next week
weather,what is the local weather forecast for this week
navigate,show me directions to the nearest grocery store
schedule,when is my next conference
weather,Will it snow in Fresno during this week?
schedule,remind me about meeting later
weather,tell me how hot it's going to be in the forecast for the weather
schedule,Can you find out the time and date for my next meeting? Oh and the location.
weather,is it going to rain today
weather,Find out if it will drizzle today or tomorrow in downtown Chicago
weather,what will the weather be like tomorrow
navigate,Where can I get gas?
navigate,Where is the closest parking garage?
navigate,"Car I wanna eat at some Chinese restaurant: please pick a route with least traffic, better if there will be no traffic at all"
schedule,"I have a meeting at 3 pm, set a reminder. "
navigate,where's parking
weather,what's the weather like in grand rapids
schedule,What is the date of my optometrist appointment and who will be attending it?
navigate,give me directions to nearest mall
weather,What's the forecast in Brentwood for Sunday?
schedule,schedule lab test
navigate,navigate to the nearest place to get coffee
schedule,Schedule a dentist appointment with Alex for Monday August 8th at 6pm.
schedule,find what time my lab appointment is for
schedule,tell me when my next tennis game is
weather,give me the weather for next week
weather,what's the forecast for the weather today
schedule,Set a reminder that I have football at 1pm next Wednesday with Martha 
navigate,"Im heading home, what is the address and find me the quickest route with no traffic"
navigate,i have to go grocery shopping can you give me directions to the nearest grocery store
schedule,Who will be going to my doctors appointment and what day is it on?
navigate,Where does my friend live?
weather,is it raining next week
navigate,Car I need a parking garage!
navigate,directions to the nearest grocery store
navigate,take me to the parking garage closest to my destination
schedule,set an appointment reminder for the dentist
weather,let me know if there will be snow and ice in the next week's forecast
navigate,navigate home
weather,what's the weather going to be like this week
weather,Will it be stormy in Exeter in the next 7 days?
navigate,give me directions to the nearest grocery store
navigate,Please give me the address and quickest route details for a parking garage nearby. 
navigate,Where can I get Chinese food?
weather,will it snow this week
weather,is it going to snow today
schedule,Set a reminder for a dentist appointment at 5 pm on Monday the 1st with my mother.
weather,what's the current temperature outside
navigate,directions to local cafe
navigate,get me directions to the closest starbucks
navigate,Where does my friend live?
weather,is it going to rain in the next 7 days
navigate,what are the directions to the nearest hospital
weather,Will it be misty on Friday in Exeter?
schedule,What day is my meeting? 
navigate,Car find me a local chinese restaurant with the fastest route.
weather,is it raining today
navigate,how long to the nearest grocery store
weather,Will it be foggy in Carson on Saturday?
navigate,Car I'm desiring to eat Chinese!
navigate,Find me the address of a shopping center.
schedule,when is my doctor's appointment
weather,Will it snow in Fresno in the next week? 
schedule,give me the time for my next doctor's appointment
schedule,set reminder for doctor's appointment for the tenth
weather,what will the weather be like tomorrow
weather,what is the forecast for the rest of the day
schedule,remind me of my dentist appointment
schedule,when's my tennis match
navigate,Is there a grocery store within 5 miles? 
schedule,What time is my optometrist appointment and who is attending?
weather,how hot is it going to be this week
schedule,Schedule a swimming activity on Monday the 1st with my father at 4pm.
navigate,give me directions to a coffee shop
schedule,please schedule a game of tennis with my friend for next week
navigate,I'm in need of coffee: is there any near my current location?
schedule,when do i have dinner planned for
schedule,set an alarm for my doctor's appointment
navigate,Where can I get some tea.
schedule,What is the date and time of my next football activity.
schedule,remind me to get a shot
schedule,Schedule a meeting at 6 pm on the 5th of this month with boss to go over quarterly report.
navigate,What is my friend's house's address?
navigate,quickest route home
weather,Will it be humid in San Jose next week?
weather,is it snowy in fresno
navigate,Car I'm desiring to have some pizza! Is there any pizzeria in the local area?
schedule,What date is my optometrist appointment on and who will be attending? 
weather,give me the 7 day weather forecast
schedule,When is my tennis?
schedule,schedule my dentist appointment on the 12th
schedule,when's my doctor's appointment
weather,can i get the two day weather report
schedule,I need a reminder for the dinner later this week. 
schedule,set reminder for laboratory request on this month on the 12th
navigate,I need gas!
weather,what is the forecast for today's weather
navigate,please give directions to the nearest starbucks
schedule,What date is my football activity and who is attending?
navigate,I need to find the fastest route to the nearest gas station. 
schedule,what day is the football game
schedule,what time is yoga class
schedule,Set a reminder for today's optometrist appointment at 3 with my mom
navigate,Locate a place that serves pizza.
weather,please show me the weekly weather report
navigate,show me the nearby hospital
weather,give me the full weekly weather forecast
schedule,When is my tennis scheduled for?
navigate,Where is the closest hospital?
weather,Will it hail in Menlo Park on Monday?
schedule,set reminder for eye doctor appointment on the 12th at 3 pm
schedule,what time is my doctor's appointment today
navigate,find me a tea house
weather,tell me the weather for this week
schedule,set a reminder for tennis
schedule,i know what time my doctor's appointment is
weather,Is it gonna be humid in Inglewood during the next week?
schedule,i need to schedule a doctor's appointment
schedule,Schedule a optometrist appointment for Thursday at 5pm. My father is joining me.
weather,is it cloudy today
schedule,"Hi, I need to know some information about my upcoming conference, specifically, when and where it will take place, and what will be on the agenda. "
navigate,I need tea.
navigate,Where is a hospital within 4 miles?
weather,Which one will be the lowest temperature in Danville during the next week?
navigate,"Please give me the address and directions to a gas station near my current location, avoiding all heavy traffic. "
navigate,Can you find me a gas station nearby?
navigate,Where is a hospital in the area?
schedule,Please schedule a swimming activity Tuesday at 5pm with Martha.
schedule,set reminder for yoga class on the 12th of this month
weather,On sunday in exeter will it be overcast?
weather,is it going to rain this week
weather,tell me the weather for this week
navigate,I'm looking for a place where i can have some coffee.
weather,what's the weather like in grand rapids
navigate,"Car I need to fill your gas, please show me a gas station near me in the direction we're actually driving"
schedule,When and where is my conference and who is attending?
schedule,What time is my next swimming activity and who will be attending?
weather,Will it be misty in Seattle at any point in the next 7 day period? 
schedule,Schedule a conference with the vice president next week at 4PM
weather,Is it currently windy in fresno?
schedule,Can you tell me when my swimming activity is? 
weather,Will it be dry in Durham on Sunday? 
schedule,What is the date and time of my next dentist appointment?
weather,This weekend will there be any drizzle in los angeles?
weather,how is the weather in the city this weekend
weather,Will San Jose be hot any time this week?
schedule,What time do i need to take medicine and who will be helping me?
navigate,I need the closest hospital. 
weather,i need to know if it will be cloudy in san jose over the next seven days
navigate,Car is there any grocery store near me?
schedule,Schedule an optometrist appointment 
schedule,what time is my doctor appointment
weather,Is there going to be frost in Los Angeles on Tuesday? 
schedule,Schedule a tennis activity with Martha for the end of March at 9am.
schedule,What day and time is my yoga class?
schedule,What time is dinner and who is going?
weather,Can you tell me if Carson is going to be cloudy this weekend?
navigate,find the nearest parking garage
weather,Will there be drizzle in Camarillo this week?
navigate,get directions to the nearest hotel
schedule,"Car, remind me to take my medicine at 2 pm, Monday August 8th. I need you to add Jeff to the parties involved. "
weather,please tell me the weather for today and what the weather will be tomorrow
navigate,Is there a Philz here?
navigate,Where can I find a rest stop?
schedule,what time is my meeting
navigate,I need the quickest route to a pizza restaurant near me.
schedule,When is my dentist appointment and who is attending?
schedule,What time is my dentist appointment and who is going?
weather,Is it raining in Brentwood now?
weather,is it going to snow in the next 7 days
schedule,what time is my optometrist appointment
weather,show me this week's forecast
schedule,Set a reminder for dinner at 1pm on the 10th with my father. 
weather,"In mountain view, will there be frost today or tomorrow?"
navigate,take me to my friend's house
weather,will it be raining in the next 7 days
weather,what's the weather forecast for today and tomorrow
weather,Will it be hot in exeter or the next few days?
navigate,Fastest way to get to a nearby coffee place? 
navigate,where is the closest place to eat
weather,What is the weather like in Danville next week?
weather,what is the weather for today
weather,does the local forecasts say it'll be cloudy
schedule,when is my next yoga class scheduled
schedule,please make an appointment on tuesday for me to see the doctor
weather,There will be a blizzard tomorrow in Grand Rapids?
schedule,"Remind me about my yoga activity with mother on the 15th of this month, it is at 3 pm."
weather,get me the weather forecast for the next 7 days
weather,check today's weather
navigate,What is my address?
schedule,"Hi car, can you set a reminder for my conference at 5 pm, the 6th of this month, with executive team for 1 pm?"
weather,what is the weather like today and tomorrow
weather,is it supposed to snow today
weather,Will it be humid in Fresno during the next week?
navigate,Where is a close rest stop?
navigate,Car I'm desiring to have pizza: is there any restaurant within 2 miles?
weather,when is the next cloudy day
weather,is there dew on the weekend
weather,what's the weather forecast for the next week
